Item,WordA,WordB,OverallFreq,RelFreq,Sentence (WordA and WordB),Sentence (WordB and WordA)
385,ends,odds,188194,0.003767388971,"The new restaurant was almost ready for the grand opening, but had a few ends and odds to deal with before the big night.","The new restaurant was almost ready for the grand opening, but had a few odds and ends to deal with before the big night."
386,energy,money,31490,0.5265163544,Alice said that all of the energy and money that her car needed made her want to sell it.,Alice said that all of the money and energy that her car needed made her want to sell it.
387,engineers,scientists,229487,0.2510251125,There were a good number of engineers and scientists present at the conference.,There were a good number of scientists and engineers present at the conference.
388,English,German,,,The school held classes in both English and German so the students could be bilingual.,The school held classes in both German and English so the students could be bilingual.
389,equipment,personnel,64626,0.4141367252,The company had an appropriate amount of equipment and personnel in order to make sure everyone at the event would be safe.,The company had an appropriate amount of personnel and equipment in order to make sure everyone at the event would be safe.
390,error,trial,454209,0.0004865601518,They dealt with a lot of error and trial before having a final product.,They dealt with a lot of trial and error before having a final product.
391,errors,omissions,58890,0.9366445916,Rebecca went over the errors and omissions that occurred in the paper.,Rebecca went over the omissions and errors that occurred in the paper.
392,evening,morning,282270,0.07635951394,Victor plans on spending tomorrow evening and morning reading the new book he bought.,Victor plans on spending tomorrow morning and evening reading the new book he bought.
393,everybody,everything,88771,0.3626747474,Noah loved everybody and everything in his college town.,Noah loved everything and everybody in his college town.
394,expense,time,78761,0.09267276952,He said that the expense and time of maintaining the property was too much.,He said that the time and expense of maintaining the property was too much.
395,eyes,face,61214,0.3126572353,The instructions in the lab ask you cover your eyes and face when you operate any machinery.,The instructions in the lab ask you cover your face and eyes when you operate any machinery.
396,eyes,hair,108355,0.3496839094,"In order to make your eyes and hair stand out, you should choose an appropriate outfit.","In order to make your hair and eyes stand out, you should choose an appropriate outfit."
397,face,figure,57306,0.9229749066,The model's face and figure was highlighted in the magazine spread.,The model's figure and face was highlighted in the magazine spread.
398,facts,figures,183738,0.9783877042,Lauren needed to get her facts and figures straight before her business plan presentation.,Lauren needed to get her figures and facts straight before her business plan presentation.
399,faith,life,44519,0.696242054,He wanted to write a book about faith and life using many personal stories.,He wanted to write a book about life and faith using many personal stories.
400,faith,love,130104,0.6901786263,He wrote songs about faith and love that he hoped to record for his next album.,He wrote songs about love and faith that he hoped to record for his next album.
401,fall,rise,746325,0.02994807892,I've gotten particularly ill due to the fall and rise of the waves out at sea.,I've gotten particularly ill due to the rise and fall of the waves out at sea.
402,fall,winter,174361,0.9865795677,In the months during fall and winter students tend to feel a bit sadder due to the cold and gloomy weather.,In the months during winter and fall students tend to feel a bit sadder due to the cold and gloomy weather.
403,family,neighborhood,17862,0.8362445415,She loved her family and neighborhood so she was sad about leaving for college.,She loved her neighborhood and family so she was sad about leaving for college.
404,farms,fields,11526,0.4367516918,Ron loved spending time at farms and fields because he loved being in nature.,Ron loved spending time at fields and farms because he loved being in nature.
405,father,mother,1590868,0.601676569,"Because Stephanie was grounded, her father and mother would not permit her to go out with her friends.","Because Stephanie was grounded, her mother and father would not permit her to go out with her friends."
406,father,son,486090,0.9679236355,Eric enjoys going to the movies with his father and son so much that he decided to make it a weekly tradition for them.,Eric enjoys going to the movies with his son and father so much that he decided to make it a weekly tradition for them.
407,father,uncle,52100,0.9085220729,She took her father and uncle out to dinner to celebrate their birthdays.,She took her uncle and father out to dinner to celebrate their birthdays.
408,fathers,mothers,315907,0.492318942,The community center had summer camps for fathers and mothers to send their kids to while they worked.,The community center had summer camps for mothers and fathers to send their kids to while they worked.
409,feelings,thoughts,480072,0.1513647953,"Whenever Pat was frustrated, her feelings and thoughts got muddled and she couldn't make any decisions.","Whenever Pat was frustrated, her thoughts and feelings got muddled and she couldn't make any decisions."
410,feet,hands,574548,0.117742991,The child's feet and hands were numb from playing in the snow.,The child's hands and feet were numb from playing in the snow.
411,feet,legs,194658,0.3892981537,The soccer player injured their feet and legs during a very intense game.,The soccer player injured their legs and feet during a very intense game.
412,female,male,1742846,0.07364792988,The dog breeder has female and male puppies coming up for sale soon.,The dog breeder has male and female puppies coming up for sale soon.
413,fiction,poetry,65232,0.5009351239,Maddy liked to read fiction and poetry in her spare time.,Maddy liked to read poetry and fiction in her spare time.
414,field,stream,15417,0.9641953687,"There was a field and stream near his house, which made him very happy.","There was a stream and field near his house, which made him very happy."
415,figures,words,19044,0.1167296786,Hannah used figures and words to explain her findings.,Hannah used words and figures to explain her findings.
416,fingers,thumb,59440,0.4542395693,Demi broke her fingers and thumb when she fell while roller skating.,Demi broke her thumb and fingers when she fell while roller skating.
417,fire,light,21101,0.561584759,"According to Mandy, the lack of fire and light ruined the evening's ambiance.","According to Mandy, the lack of light and fire ruined the evening's ambiance."
418,fire,police,126094,0.278371691,Both the fire and police departments put on a barbeque for the community.,Both the police and fire departments put on a barbeque for the community.
419,flame,smoke,45767,0.4484235366,"He noticed the flame and smoke coming from his neighbor's house, so he called the fire department.","He noticed the smoke and flame coming from his neighbor's house, so he called the fire department."
420,flames,smoke,33304,0.4292877732,"Down the street, you could see the flames and smoke from the house that was on fire.","Down the street, you could see the smoke and flames from the house that was on fire."
421,flesh,skin,27576,0.3535320569,Cory explained the difference between flesh and skin to his little brother.,Cory explained the difference between skin and flesh to his little brother.
422,flowers,herbs,27473,0.4178648127,Dan grew flowers and herbs in his own backyard.,Dan grew herbs and flowers in his own backyard.
423,flowers,plants,78739,0.3853871652,All of the flowers and plants in the Arboretum made it a popular spot for walks.,All of the plants and flowers in the Arboretum made it a popular spot for walks.
424,fog,mist,15420,0.5708819715,All of the fog and mist made Terry want to stay inside the house all day.,All of the mist and fog made Terry want to stay inside the house all day.
425,food,shelter,147749,0.8765609243,The stray dog searched for food and shelter while running through the streets.,The stray dog searched for shelter and food while running through the streets.
426,force,violence,63181,0.9219227299,They didn't like how he used force and violence to get his way.,They didn't like how he used violence and force to get his way.
427,forefinger,thumb,193360,0.1029064957,The ability to use the forefinger and thumb are very important evolutionary traits that differentiate humans from apes.,The ability to use the thumb and forefinger are very important evolutionary traits that differentiate humans from apes.
428,fork,spoon,20391,0.654455397,Tara needed both a fork and spoon to properly eat her meal.,Tara needed both a spoon and fork to properly eat her meal.
429,forms,materials,10721,0.5657121537,Lee didn't have the necessary forms and materials to move forward with the task.,Lee didn't have the necessary materials and forms to move forward with the task.
430,freedom,security,30628,0.5844325454,Mary searched for freedom and security in her next job opportunity.,Mary searched for security and freedom in her next job opportunity.
431,friends,relations,83205,0.6741301604,Ciara had many friends and relations so she was rarely lonely.,Ciara had many relations and friends so she was rarely lonely.
432,fruit,nuts,20149,0.7948781577,All he had in his kitchen was fruit and nuts so he made a trip to the grocery store.,All he had in his kitchen was nuts and fruit so he made a trip to the grocery store.
433,fruits,vegetables,667661,0.8501050683,"Growing up, Paul ate his fruits and vegetables everyday in order to be healthy.","Growing up, Paul ate his vegetables and fruits everyday in order to be healthy."
434,fun,games,54491,0.9751885632,Sally promised that there would be fun and games at her birthday party.,Sally promised that there would be games and fun at her birthday party.
435,future,past,283153,0.04213269858,Jazmin wanted to talk about the future and past of the company she was interviewing for.,Jazmin wanted to talk about the past and future of the company she was interviewing for.
436,gas,oil,1040905,0.0854477594,"Sam had just bought a new car and didn't know the difference between gas and oil, so she ruined her car.","Sam had just bought a new car and didn't know the difference between oil and gas, so she ruined her car."
437,gentlemen,ladies,501922,0.09135283968,The hostess in the venue lead the gentlemen and ladies to their respective tables at the wedding banquet.,The hostess in the venue lead the ladies and gentlemen to their respective tables at the wedding banquet.
438,gin,tonic,36799,0.998124949,"After a long day of work, he had a gin and tonic to unwind and celebrate the weekend.","After a long day of work, he had a tonic and gin to unwind and celebrate the weekend."
439,glass,steel,41200,0.4629126214,The architect wanted the building to have a lot of glass and steel to make it look sleek and modern.,The architect wanted the building to have a lot of steel and glass to make it look sleek and modern.
440,god,man,501367,0.8238296497,The friends had a discussion about the relationship between god and man after school last week.,The friends had a discussion about the relationship between man and god after school last week.
441,goods,services,1553253,0.9925981151,The village people would not trade goods and services for money because they don't use currency.,The village people would not trade services and goods for money because they don't use currency.
442,gratitude,joy,30564,0.2809841644,David felt gratitude and joy when his kids made him breakfast in bed.,David felt joy and gratitude when his kids made him breakfast in bed.
443,groups,individuals,441733,0.2521455268,Differentiating between groups and individuals became increasingly difficult as the crowd grew larger.,Differentiating between individuals and groups became increasingly difficult as the crowd grew larger.
444,guidance,information,32507,0.1762697265,She got a lot of guidance and information from her older sister about the college admissions process.,She got a lot of information and guidance from her older sister about the college admissions process.
445,gums,teeth,36148,0.1735365719,You should take care of your gums and teeth in order to have optimal dental hygiene.,You should take care of your teeth and gums in order to have optimal dental hygiene.
446,hair,skin,93412,0.3866847942,The doctor recommended hair and skin supplements to some of her patients.,The doctor recommended skin and hair supplements to some of her patients.
447,hands,knees,339150,0.9814447884,Chris had to get on his hands and knees to look for the button that fell off his shirt.,Chris had to get on his knees and hands to look for the button that fell off his shirt.
448,head,shoulders,252972,0.9552124346,The doctor looked at Ashley's head and shoulders because she said that both were bothering her.,The doctor looked at Ashley's shoulders and head because she said that both were bothering her.
449,head,tail,73606,0.945126756,There were white spots on the head and tail of the tiny dog.,There were white spots on the tail and head of the tiny dog.
450,health,spirits,50385,0.9643544706,In order to improve their health and spirits the couple decided to go for long daily walks.,In order to improve their spirits and health the couple decided to go for long daily walks.
451,hearing,sight,79594,0.1376611302,His grandma lost her hearing and sight so she needed to live in a nursing home.,His grandma lost her sight and hearing so she needed to live in a nursing home.
452,heart,mind,433049,0.4663144355,It took a long time for Sarah's heart and mind to recover after her husband died.,It took a long time for Sarah's mind and heart to recover after her husband died.
453,heir,son,137375,0.003210191083,The king's heir and son went missing after the battle.,The king's son and heir went missing after the battle.
454,help,understanding,10362,0.5557807373,She appreciated Claire's help and understanding when it came to teaching John how to ride a bike.,She appreciated Claire's understanding and help when it came to teaching John how to ride a bike.
455,history,identity,13980,0.6706723891,Jonathon was unsure about the history and identity of the statue he saw in the park.,Jonathon was unsure about the identity and history of the statue he saw in the park.
456,honey,milk,113327,0.05635903183,Jack's mother gave him honey and milk in order to calm him after a nightmare.,Jack's mother gave him milk and honey in order to calm him after a nightmare.
457,horses,wagons,28583,0.725501172,"Instead of a car, they used horses and wagons to move their belongings to a new town.","Instead of a car, they used wagons and horses to move their belongings to a new town."
458,houses,shops,33872,0.6144307983,"The town is pretty small, so the houses and shops are really close to each other.","The town is pretty small, so the shops and houses are really close to each other."
459,humility,pride,12307,0.3033233119,It is hard to have both humility and pride when one is rich and famous.,It is hard to have both pride and humility when one is rich and famous.
460,husband,wife,1075512,0.9745981449,Because the husband and wife didn't love each other anymore they pondered going their separate ways.,Because the wife and husband didn't love each other anymore they pondered going their separate ways.
461,husbands,wives,272233,0.8956555598,The counselor met with many husbands and wives throughout his long career.,The counselor met with many wives and husbands throughout his long career.
462,ice,snow,278789,0.4094171578,All of the ice and snow outside made Luis want to stay in all day.,All of the snow and ice outside made Luis want to stay in all day.
463,ice,water,54953,0.5168962568,The kids went all over town to find ice and water since their air conditioner was broken.,The kids went all over town to find water and ice since their air conditioner was broken.
464,Illinois,Missouri,,,Sam argues that Illinois and Missouri are the best states to live in.,Sam argues that Missouri and Illinois are the best states to live in.
465,improvements,land,17036,0.03868278939,Timothy said that the hotel needed more improvements and land to be able to make enough money.,Timothy said that the hotel needed more land and improvements to be able to make enough money.
466,inclination,time,10476,0.02520045819,Samuel had the inclination and time to help his little brother with his homework.,Samuel had the time and inclination to help his little brother with his homework.
467,influence,power,314032,0.1889011311,The employee used her influence and power in the company in order to get a raise.,The employee used her power and influence in the company in order to get a raise.
468,influence,prestige,40191,0.3460725038,The doctor's influence and prestige made her popular with patients.,The doctor's prestige and influence made her popular with patients.
469,information,material,17241,0.4884867467,Fred lacked the information and material to work on the project.,Fred lacked the material and information to work on the project.
470,ink,paper,58599,0.4722606188,All you need is ink and paper in order to write the next great novel.,All you need is paper and ink in order to write the next great novel.
471,iron,wood,29016,0.2993176179,The company purchased iron and wood for their latest construction project.,The company purchased wood and iron for their latest construction project.
472,jacket,trousers,18202,0.7891989891,Ted needed to iron his jacket and trousers before his big meeting.,Ted needed to iron his trousers and jacket before his big meeting.
473,jams,jellies,24827,0.8031981311,Jake started making jams and jellies with all the fruit he was growing in his garden.,Jake started making jellies and jams with all the fruit he was growing in his garden.
474,jaws,teeth,26610,0.5205561819,Teddy was surprised at how large the jaws and teeth of the crocodiles he saw at the swamp were.,Teddy was surprised at how large the teeth and jaws of the crocodiles he saw at the swamp were.
475,joy,pleasure,28376,0.6589018889,Tucking yourself into bed provides a great sense of joy and pleasure at the end of a long day.,Tucking yourself into bed provides a great sense of pleasure and joy at the end of a long day.
476,July,June,,,Max was planning to take off July and June from work so he could travel through Asia.,Max was planning to take off June and July from work so he could travel through Asia.
477,kind,quantity,18201,0.7352892698,This was the kind and quantity of bread that he needed for the recipe.,This was the quantity and kind of bread that he needed for the recipe.
478,knowledge,skills,437430,0.6686052626,"Although Cassie's knowledge and skills were both strong, her exams were still difficult.","Although Cassie's skills and knowledge were both strong, her exams were still difficult."
479,labor,money,17606,0.4503578326,The amount of labor and money required to keep the farm was not worth it to Mark.,The amount of money and labor required to keep the farm was not worth it to Mark.
480,land,sea,413757,0.6887617611,They had to travel across land and sea to get to their final destination.,They had to travel across sea and land to get to their final destination.
481,landings,takeoffs,17024,0.2288533835,Christian enjoyed watching the landings and takeoffs of the planes at the airport.,Christian enjoyed watching the takeoffs and landings of the planes at the airport.
482,law,order,682080,0.9852172766,There was a lack of law and order that caused some chaos.,There was a lack of order and law that caused some chaos.
483,lecturer,writer,15994,0.3650118795,She was both a lecturer and writer but wanted to be an actor instead.,She was both a writer and lecturer but wanted to be an actor instead.
484,left,right,1786858,0.4326717624,You should look left and right before crossing the street.,You should look right and left before crossing the street.
485,length,quality,10492,0.6245711018,She thought the length and quality of the boat would impress her friends.,She thought the quality and length of the boat would impress her friends.
486,length,weight,30128,0.5539033457,She took note of the length and weight of the bed before trying to bring it into the small room.,She took note of the weight and length of the bed before trying to bring it into the small room.
487,libraries,museums,33304,0.6304347826,The amount of time he spent in libraries and museums surpassed the amount of time he spent at home.,The amount of time he spent in museums and libraries surpassed the amount of time he spent at home.
488,life,religion,20659,0.5684689482,Jenny talked about life and religion with her brother and sister.,Jenny talked about religion and life with her brother and sister.
489,light,shadow,128575,0.9083569901,It is important to consider both light and shadow when creating a still life painting.,It is important to consider both shadow and light when creating a still life painting.
490,light,sound,68749,0.5895794848,The exhibit used light and sound to create an attention-grabbing experience.,The exhibit used sound and light to create an attention-grabbing experience.
491,location,size,104236,0.3134041982,The couple told the realtor that location and size are the most important criteria for picking a house.,The couple told the realtor that size and location are the most important criteria for picking a house.
492,machinery,power,11022,0.2724550898,She didn't think they had enough machinery and power to fulfill the large bulk order.,She didn't think they had enough power and machinery to fulfill the large bulk order.
493,magazines,newspapers,378784,0.2997988299,Anna has written articles for many magazines and newspapers throughout her career as a journalist.,Anna has written articles for many newspapers and magazines throughout her career as a journalist.
494,magic,superstition,11125,0.6986067416,He thinks magic and superstition are definitely not real.,He thinks superstition and magic are definitely not real.
495,mamma,papa,30494,0.2655604381,Antonio wants to spend a lot of time with his mamma and papa while they are in town.,Antonio wants to spend a lot of time with his papa and mamma while they are in town.
496,man,nature,178124,0.7225921268,Harry wanted to talk about how man and nature interact in today's society.,Harry wanted to talk about how nature and man interact in today's society.
497,man,wife,213993,0.9976774941,I learned that the man and wife got married after dating for 5 years.,I learned that the wife and man got married after dating for 5 years.
498,man,woman,731849,0.9605779334,He noticed that both the man and woman had green sneakers on.,He noticed that both the woman and man had green sneakers on.
499,math,science,123868,0.7649110343,Ricky discovered that math and science are his favorite subjects in school.,Ricky discovered that science and math are his favorite subjects in school.
500,meaning,origin,30841,0.154956065,Michael was confused about both the meaning and origin of the folk tale he had just heard.,Michael was confused about both the origin and meaning of the folk tale he had just heard.
501,men,officers,457386,0.09059962482,Nicole's history textbook listed an estimate of the number of men and officers who died during the civil war.,Nicole's history textbook listed an estimate of the number of officers and men who died during the civil war.
502,men,women,7628255,0.9064281412,The guard instructed the men and women to form an orderly line.,The guard instructed the women and men to form an orderly line.
503,methods,principles,107758,0.1575753076,She didn't agree with the company's methods and principles so she made her opinion known.,She didn't agree with the company's principles and methods so she made her opinion known.
504,minerals,vitamins,179421,0.1422241544,The human body needs both minerals and vitamins in order to continue functioning properly.,The human body needs both vitamins and minerals in order to continue functioning properly.
505,misery,pain,24920,0.2792536116,The people experienced misery and pain after they were shipwrecked for months.,The people experienced pain and misery after they were shipwrecked for months.
506,money,time,572131,0.1033696828,The amount of money and time required to fix up the old car made it quite the project.,The amount of time and money required to fix up the old car made it quite the project.
507,months,years,125753,0.8928614029,"After many tiring months and years, the author finally published their book.","After many tiring years and months, the author finally published their book."
508,moon,sun,322714,0.08936085822,Rebecca got a moon and sun tattooed on her left arm.,Rebecca got a sun and moon tattooed on her left arm.
509,morning,night,101769,0.3945110987,Kevin worked both morning and night shifts as an ER nurse.,Kevin worked both night and morning shifts as an ER nurse.
510,mother,son,128987,0.9364819711,Jack spent more time with his mother and son than any other family member.,Jack spent more time with his son and mother than any other family member.
511,mouth,nostrils,23816,0.7699025865,"Evan took a look at the mouth and nostrils of his dog, and compared them to his own.","Evan took a look at the nostrils and mouth of his dog, and compared them to his own."
512,movements,positions,13056,0.3334865196,"After hurting her foot, certain movements and positions caused her a lot of pain.","After hurting her foot, certain positions and movements caused her a lot of pain."
513,mr.,mrs.,1680824,0.9980908174,The couple call each other mr. and mrs. Smith even though they aren't married.,The couple call each other mrs. and mr. Smith even though they aren't married.
514,muscles,nerves,55557,0.4155551956,Allison felt like her muscles and nerves were on fire after running a marathon.,Allison felt like her nerves and muscles were on fire after running a marathon.
515,names,numbers,48724,0.8205401855,The host asked for both the names and numbers of the people who wanted to make reservations.,The host asked for both the numbers and names of the people who wanted to make reservations.
516,nature,size,38101,0.3056350227,Sometimes it is hard to figure out the nature and size of a problem just from reading about it in the news.,Sometimes it is hard to figure out the size and nature of a problem just from reading about it in the news.
517,needle,thread,64176,0.9341030915,He needed a needle and thread to fix the hole in his shirt.,He needed a thread and needle to fix the hole in his shirt.
518,nights,weekends,17624,0.9411597821,Clare spent her nights and weekends working on new recipes for the cookbook she was writing.,Clare spent her weekends and nights working on new recipes for the cookbook she was writing.
519,nitrogen,oxygen,93142,0.4186940371,The atmosphere is composed of nitrogen and oxygen as well as other elements.,The atmosphere is composed of oxygen and nitrogen as well as other elements.
520,north,south,1532336,0.9390120705,The family moved north and south a couple of times before deciding on their current home.,The family moved south and north a couple of times before deciding on their current home.
521,north,west,385427,0.7283169057,The boat sailed north and west to get to its destination.,The boat sailed west and north to get to its destination.
522,nose,throat,101711,0.9214834187,Springtime allergies make my nose and throat a lot more irritated than the rest of the year.,Springtime allergies make my throat and nose a lot more irritated than the rest of the year.
523,novelist,poet,43417,0.3425156045,Lydia is a successful novelist and poet and is praised for her writing style.,Lydia is a successful poet and novelist and is praised for her writing style.
524,novels,stories,70893,0.4949854005,The famous author had published many novels and stories over the past twenty years.,The famous author had published many stories and novels over the past twenty years.
525,novels,tales,16797,0.7729951777,He had always loved novels and tales so he majored in English in college.,He had always loved tales and novels so he majored in English in college.
526,pad,pencil,35363,0.7996210729,Antonio brought his pad and pencil to sketch the statues in the park.,Antonio brought his pencil and pad to sketch the statues in the park.
527,pain,pressure,10781,0.4788053056,Jeremy felt pain and pressure in his chest that concerned him.,Jeremy felt pressure and pain in his chest that concerned him.
528,pain,shame,14173,0.6648557116,Todd felt pain and shame when he talked about his divorce.,Todd felt shame and pain when he talked about his divorce.
529,paper,pen,86400,0.2285416667,"Even though most people use computers, I prefer to use paper and pen to take my notes in class.","Even though most people use computers, I prefer to use pen and paper to take my notes in class."
530,peace,quiet,191274,0.9514779845,The students reserved a spot in the library for some peace and quiet to study for their upcoming exams.,The students reserved a spot in the library for some quiet and peace to study for their upcoming exams.
531,pepper,salt,831039,0.06075045816,The food is in need of pepper and salt because it's rather bland.,The food is in need of salt and pepper because it's rather bland.
532,piano,violin,90587,0.2238731827,Alex loved to play the piano and violin so they took lessons for both instruments.,Alex loved to play the violin and piano so they took lessons for both instruments.
533,pitch,volume,10617,0.6652538382,Musicians pride themselves on being able to adjust pitch and volume in order to produce art.,Musicians pride themselves on being able to adjust volume and pitch in order to produce art.
534,place,time,1218090,0.1386769451,Finding a place and time for the meeting was very difficult due to the boss's busy schedule.,Finding a time and place for the meeting was very difficult due to the boss's busy schedule.
535,plans,projects,18234,0.8174838214,She had many plans and projects in the works for her small business.,She had many projects and plans in the works for her small business.
536,poetry,prose,222228,0.5465962885,The professor taught both poetry and prose in his Renaissance literature class.,The professor taught both prose and poetry in his Renaissance literature class.
537,politics,religion,162465,0.3520696765,The strangers wanted to avoid discussing politics and religion to avoid starting an argument.,The strangers wanted to avoid discussing religion and politics to avoid starting an argument.
538,power,resources,45867,0.697625744,The business had the power and resources to create a multi-million dollar company.,The business had the resources and power to create a multi-million dollar company.
539,pressure,temperature,449437,0.362246544,He learned about the relationship between pressure and temperature in his science class.,He learned about the relationship between temperature and pressure in his science class.
540,prose,verse,173062,0.6567068449,They discussed differences between prose and verse in her writing class.,They discussed differences between verse and prose in her writing class.
541,radar,radio,12445,0.3183607875,The soldiers used radar and radio to plan their next moves.,The soldiers used radio and radar to plan their next moves.
542,radio,television,651263,0.744326025,Tania wanted to work in both radio and television and couldn't decide which she liked more.,Tania wanted to work in both television and radio and couldn't decide which she liked more.
543,research,training,108917,0.6437287109,The surgeon had to do a lot of research and training before attempting the risky procedure.,The surgeon had to do a lot of training and research before attempting the risky procedure.
544,rights,wrongs,47755,0.9699926709,She considered the rights and wrongs of the situation before moving forward.,She considered the wrongs and rights of the situation before moving forward.
545,rock,roll,248992,0.9972047295,He said he was ready to rock and roll after getting off of work.,He said he was ready to roll and rock after getting off of work.
546,sailors,soldiers,149549,0.116470187,"The little boy thought sailors and soldiers were cool, so he liked to dress up as them for Halloween.","The little boy thought soldiers and sailors were cool, so he liked to dress up as them for Halloween."
547,shoes,socks,64752,0.7621540647,"When it rains, your shoes and socks become more of a nuisance than something to protect your feet.","When it rains, your socks and shoes become more of a nuisance than something to protect your feet."
548,shower,tub,17557,0.179130831,Lilly wanted to install a shower and tub into her new bathroom.,Lilly wanted to install a tub and shower into her new bathroom.
549,sidewalks,streets,29202,0.1999178138,All of the sidewalks and streets were so busy that Mike decided not to leave his house.,All of the streets and sidewalks were so busy that Mike decided not to leave his house.
550,sights,sounds,143294,0.8994305414,"While traveling, Kim wanted to experience the sights and sounds of the city she was visiting.","While traveling, Kim wanted to experience the sounds and sights of the city she was visiting."
551,son,wife,118681,0.05184486144,Roman lives with his son and wife in an apartment downtown.,Roman lives with his wife and son in an apartment downtown.
552,south,west,455538,0.6486220689,"The compass was broken, so it would only point to south and west instead of all four directions.","The compass was broken, so it would only point to west and south instead of all four directions."
553,spring,summer,381701,0.9901414982,Maddy said that spring and summer are her favorite seasons.,Maddy said that summer and spring are her favorite seasons.
554,stress,tension,32225,0.6198603569,"In order to get rid of stress and tension after his exam, Zack went for a run.","In order to get rid of tension and stress after his exam, Zack went for a run."
555,sunrise,sunset,66190,0.7936848467,Andrew loved to be outside at sunrise and sunset during the summer months.,Andrew loved to be outside at sunset and sunrise during the summer months.
556,sympathy,understanding,66140,0.6837163592,Being a therapist requires a lot of sympathy and understanding because you often have to deal with people in rough patches.,Being a therapist requires a lot of understanding and sympathy because you often have to deal with people in rough patches.
557,teaching,writing,37699,0.6146847396,He has discovered that teaching and writing are what he wants to do for a career.,He has discovered that writing and teaching are what he wants to do for a career.
558,testament,will,248768,0.001097408027,Louis discussed his testament and will with his lawyer last week.,Louis discussed his will and testament with his lawyer last week.
559,Thursday,Tuesday,,,Don's manager scheduled him for work on Thursday and Tuesday every week for the next month.,Don's manager scheduled him for work on Tuesday and Thursday every week for the next month.
560,Tories,Whigs,,,Luke didn't know the difference between the Tories and Whigs so he asked his political science professor about them.,Luke didn't know the difference between the Whigs and Tories so he asked his political science professor about them.
561,turns,twists,126594,0.06704899126,The movie had many different turns and twists that left the audience on the edge of their seats.,The movie had many different twists and turns that left the audience on the edge of their seats.
562,vinegar,water,20603,0.6980051449,Nicole needed vinegar and water for the recipe she was trying out.,Nicole needed water and vinegar for the recipe she was trying out.
563,wisdom,wit,43515,0.09359990808,Clare believed she gained a lot of wisdom and wit throughout her time in college.,Clare believed she gained a lot of wit and wisdom throughout her time in college.
