Item,WordA,WordB,OverallFreq,RelFreq,Sentence,first_word_index,alpha_order,BinomFreq,Binomial,Word1,Word2,group,Asked_about_first_or_second
780,color,imagery,1105,0.6497737557,She liked all of the color and imagery the artist used in their art.,6,1,718,color and imagery,color,imagery,1,2
782,abasement,humiliation,1085,0.4700460829,"Jenny was subjected to abasement and humiliation at school, which made her want to leave.",5,1,509.9999999,abasement and humiliation,abasement,humiliation,1,1
784,education,industrialization,1068,0.6235955056,Tania read about the connection between education and industrialization in a chapter of her textbook.,7,1,666,education and industrialization,education,industrialization,1,2
786,firepower,speed,1016,0.1988188976,Christopher liked the firepower and speed of the car he was test driving.,4,1,202,firepower and speed,firepower,speed,1,1
3,ability,desire,26503,0.4642493303,Maddie had both the desire and ability to play college-level soccer.,5,0,14199,desire and ability,desire,ability,1,2
5,accessories,aircraft,495,0,The supplier provided the new military base with aircraft and accessories to ensure its normal operation as soon as possible.,9,0,495,aircraft and accessories,aircraft,accessories,1,1
6,acids,tannin,68,1,"In order for the tannin and acids to work out, a red wine should be served at approximately room temperature.",5,0,0,tannin and acids,tannin,acids,1,2
8,action,interests,648,0.2978395062,The executive's presentation on the company's interests and action was well received among the employees.,7,0,455,interests and action,interests,action,1,1
9,action,character,18766,0.3248960887,Riley thought his lack of character and action was too significant to overlook.,6,0,12669,character and action,character,action,1,2
10,actions,feelings,31729,0.2691544013,He was confused because her feelings and actions were not matching up.,6,0,23189,feelings and actions,feelings,actions,1,1
11,adaptations,cycles,52,0,The Pacific Ocean marine life's cycles and adaptations are the focus of Dr. Green's research.,6,0,52,cycles and adaptations,cycles,adaptations,1,2
12,addresses,names,273323,0.00702465581,The company collected hundreds of names and addresses for a petition they wanted to pass in June.,6,0,271403,names and addresses,names,addresses,1,1
13,adherent,advocate,69,1,The new foreign policy's chief advocate and adherent gave a passionate speech during the gathering.,6,0,0,advocate and adherent,advocate,adherent,1,2
15,age,day,98957,0.004476691896,Amanda said that in this day and age you need to be tech-savy.,6,0,98514,day and age,day,age,1,1
18,agreements,contracts,22390,0.291022778,Tony had to deal with many contracts and agreements before he officially started working at the company.,7,0,15874,contracts and agreements,contracts,agreements,1,2
20,aircraft,ships,29331,0.1865262009,The new ships and aircraft ended up being extremely expensive.,3,0,23860,ships and aircraft,ships,aircraft,1,1
23,amber,froth,0,0,There was a flash of froth and amber when the bottle shattered against the side of the car.,6,0,0,froth and amber,froth,amber,1,2
24,ambiguities,fears,44,0,"In recent years, fears and ambiguities have been introduced regarding certain actions formerly assumed safe.",4,0,44,fears and ambiguities,fears,ambiguities,1,1
25,ambiguities,urgencies,0,0,Some painters have less interest in the moment's urgencies and ambiguities than in a higher level of truth.,9,0,0,urgencies and ambiguities,urgencies,ambiguities,1,2
28,ammunition,guns,55799,0.03962436603,The old man kept guns and ammunition locked away in his basement in case of a zombie invasion.,5,0,53588,guns and ammunition,guns,ammunition,1,1
31,anger,fear,88323,0.4141843008,The abused dog showed both fear and anger when animal control came to pick him up.,6,0,51741,fear and anger,fear,anger,1,2
32,anger,hatred,29441,0.7066336062,Michelle felt a lot of hatred and anger towards her brother when he crashed her car.,6,0,8637,hatred and anger,hatred,anger,1,1
33,anger,indignation,13774,0.7186728619,Amber felt indignation and anger after arguing with her sister.,3,0,3875,indignation and anger,indignation,anger,1,2
34,angst,science,0,0,In our present era of science and angst many people find themselves uncertain of the fundamental truth.,6,0,0,science and angst,science,angst,1,1
35,anguish,pain,31259,0.194631946,His injury caused him a lot of pain and anguish and a long recovery.,8,0,25175,pain and anguish,pain,anguish,1,2
36,animosity,resistance,164,0.4756097561,The audience started to turn to resistance and animosity after the presenter's controversial speech.,7,0,86,resistance and animosity,resistance,animosity,1,1
47,articulation,establishment,60,0,The CEO believes that the establishment and articulation of rules is key to a well-functioning corporation.,6,0,60,establishment and articulation,establishment,articulation,1,2
48,arts,crafts,454080,0.9952497357,Lilly enjoys doing crafts and arts to relax when she is stressed.,4,0,2157.000013,crafts and arts,crafts,arts,1,1
51,assistant,confidante,216,0.6296296296,Mrs. Green's sole confidante and assistant was her youngest daughter.,4,0,80.00000001,confidante and assistant,confidante,assistant,1,2
53,attraction,conflict,77,1,"Clearly, both conflict and attraction existed between the two main characters.",3,0,0,conflict and attraction,conflict,attraction,1,1
57,authority,decency,70,1,This man of decency and authority finally gave in under the blow.,4,0,0,decency and authority,decency,authority,1,2
58,background,dancers,0,0,The art design for the show was so well done that the dancers and background merged into a shimmering unity .,13,0,0,dancers and background,dancers,background,1,1
61,bankruptcy,death,636,0.7311320755,The old man has no fear of death and bankruptcy because he regards the well-being of others higher than his own.,8,0,171,death and bankruptcy,death,bankruptcy,1,2
62,barnyard,coop,0,0,Any bird accustomed only to the predictable life of coop and barnyard would be overwelmed by the events of the last hour.,10,0,0,coop and barnyard,coop,barnyard,1,1
65,beginnings,greetings,0,0,"As a pessimist, he believes that greetings and beginnings are the best part of any human interaction.",7,0,0,greetings and beginnings,greetings,beginnings,1,2
66,bellboy,chambermaid,0,0,He should interview the chambermaid and bellboy before they get off their shifts.,5,0,0,chambermaid and bellboy,chambermaid,bellboy,1,1
67,benefactor,sponsor,108,0,It was announced that the school would be renamed after its sponsor and benefactor from its early years.,12,0,108,sponsor and benefactor,sponsor,benefactor,1,2
68,berries,gardens,0,0,The book on gardens and berries written by the famous botanist is accessible for everyone.,4,0,0,gardens and berries,gardens,berries,1,1
69,bicep,forearm,310,0.4806451613,I was impressed by the strength in the man's forearm and bicep although he looks relatively thin.,10,0,161,forearm and bicep,forearm,bicep,1,2
72,bleedings,pills,0,0,The hospital with all those pills and bleedings has been John's least favorite place since his was a young boy.,6,0,0,pills and bleedings,pills,bleedings,1,1
74,boy,mount,0,0,"For a moment, mount and boy hung in midair, causing gasps from the audience.",4,0,0,mount and boy,mount,boy,1,2
75,cables,communiques,0,0,My correspondent's constant dipatch of exciting communiques and cables made me wonder what background he came from.,7,0,0,communiques and cables,communiques,cables,1,1
78,capture,isolation,121,0.4214876033,All factors that might contribute to our country's isolation and capture must be eliminated as soon as possible.,9,0,70,isolation and capture,isolation,capture,1,2
79,career,wanderings,0,0,The Maestro told of his wanderings and career to explain how the number seven had significantly recurred in his life several times.,6,0,0,wanderings and career,wanderings,career,1,1
80,carpet,tile,820,0.4926829268,The best tile and carpet makers worked through Abbas's reign and those of his successors to enrich the city.,3,0,416,tile and carpet,tile,carpet,1,2
83,chair,floor,693,0.7113997114,Mark painted the floor and chair on the day he got back.,4,0,200,floor and chair,floor,chair,1,1
86,childhood,hobo,0,0,Sandburg went to assemble a book of songs out of his hobo and childhood days and from the memory of songs others had taught him.,12,0,0,hobo and childhood,hobo,childhood,1,2
88,chorus,verses,532,0.1484962406,Most of the verses and chorus of the song had special meanings to the author.,4,0,453,verses and chorus,verses,chorus,1,1
89,clarification,reexamination,72,0,All international laws are now in need of reexamination and clarification because of the change in social conditions of the present era.,9,0,72,reexamination and clarification,reexamination,clarification,1,2
90,clarity,flavor,104,0.5096153846,My landlord lugged me up a mountainside to drink from a spring famous for its flavor and clarity a few mongths ago.,16,0,51,flavor and clarity,flavor,clarity,1,1
93,classifications,probings,0,0,With his endless probings and classifications the analyst appears to be lacking a soul.,4,0,0,probings and classifications,probings,classifications,1,2
94,clergymen,parishioners,104,1,This scandal involving parishioners and clergymen shocked the entire world.,4,0,0,parishioners and clergymen,parishioners,clergymen,1,1
97,clothes,haircut,472,0.5720338983,The newcomer with his old-fashioned haircut and clothes was disliked by the superintendent.,6,0,202,haircut and clothes,haircut,clothes,1,2
99,cologne,munich,862,0.5475638051,He will conduct two concerts in munich and cologne as well as at the Accademia Di Santa Cecilia.,7,0,390,munich and cologne,munich,cologne,1,1
102,composure,tranquility,202,0.6287128713,He had achieved a certain tranquility and composure by accepting the fact that there were certain things he could never know.,6,0,75,tranquility and composure,tranquility,composure,1,2
105,contortion,scream,0,0,The patient's scream and contortion scared most of the people in the room.,3,0,0,scream and contortion,scream,contortion,1,1
106,control,needs,866,0.5912240185,Corporations must become quasi-governmental institutions subject to public needs and control if they are not to run away with us.,9,0,354,needs and control,needs,control,1,2
107,costume,decor,839,0.6615017878,To the arts of decor and costume Mr. Nikolais has made a distinctive contribution.,5,0,284,decor and costume,decor,costume,1,1
112,covers,towels,119,0.6470588235,The housemaid came in with clean towels and covers but was startled by the unexpected presence of Mr. Hirschman.,7,0,42,towels and covers,towels,covers,1,2
113,cowboy,rancher,537,0.6573556797,It turned out that Tom had a number of rancher and cowboy witnesses ready to swear with straight faces that he had been out of town the day of the killing.,10,0,184,rancher and cowboy,rancher,cowboy,1,1
114,criminality,madness,250,0.396,The young man disgusted by the madness and criminality around him left home to become a monk.,7,0,151,madness and criminality,madness,criminality,1,2
115,crisis,destruction,83,1,The Old Order's destruction and crisis was symbolized by a dead armadillo on the stage.,4,0,0,destruction and crisis,destruction,crisis,1,1
117,curiosity,foreboding,98,1,"Kate tried to contain her foreboding and curiosity as she read the letter, wondering what the new arrangement would mean for Juanita.",6,0,0,foreboding and curiosity,foreboding,curiosity,1,2
120,danger,nuisance,499,0.248496994,Young boys were the main nuisance and danger according to the glassware store owner.,6,0,375,nuisance and danger,nuisance,danger,1,1
124,denials,sacrifices,214,0.6542056075,"If providing higher standards of living gets in the way of producing sufficient guns to resist the aggression, then sacrifices and denials will have to be made.",20,0,74,sacrifices and denials,sacrifices,denials,1,2
125,derelicts,outcasts,133,0.4661654135,The house welcomes the city's outcasts and derelicts to eat and converse.,6,0,71,outcasts and derelicts,outcasts,derelicts,1,1
127,desire,response,702,0.7934472934,"During the animal behavior experiment, the lions' response and desire defied the scientists' predictions.",8,0,145,response and desire,response,desire,1,2
128,desire,wishing,158,0.4240506329,She let her soul suspend itself above all wishing and desire to just relax in the tub.,9,0,91,wishing and desire,wishing,desire,1,1
130,diamonds,mink,422,0.3981042654,The girl clad in mink and diamonds listened to the Assistant District Attorney describe her to the arraigning judge.,5,0,254,mink and diamonds,mink,diamonds,1,2
132,direction,moment,181,0.4475138122,The attack that happened in the least expected moment and direction caught everyone off guard.,9,0,99.99999999,moment and direction,moment,direction,1,1
133,directness,truth,390,0.5948717949,Her insistence on truth and directness caused some problems in their relationship.,4,0,158,truth and directness,truth,directness,1,2
134,disarray,impasse,0,0,"According to some, the impasse and disarray of European politics were reflected in ""Waiting For Godot"".",5,0,0,impasse and disarray,impasse,disarray,1,1
136,disrespect,misunderstanding,55,0,Wright had to endure the misunderstanding and disrespect as he best could.,6,0,55,misunderstanding and disrespect,misunderstanding,disrespect,1,2
137,distinction,tone,127,0,The rider gave the day tone and distinction by breaking the world record.,6,0,127,tone and distinction,tone,distinction,1,1
139,dogs,grandchildren,98,0.4591836735,My grandmother was too indulgent a lover of grandchildren and dogs to be an impassioned gardener.,9,0,53,grandchildren and dogs,grandchildren,dogs,1,2
141,drawing,models,191,0.1989528796,Dennis never went down to the factory but the models and drawing were done by him.,10,0,153,models and drawing,models,drawing,1,1
143,dryness,dust,433,0.3833718245,The season of dust and dryness is brought by the monsoon from the northeast.,4,0,267,dust and dryness,dust,dryness,1,2
144,emeralds,peanuts,0,0,Those crazy people knew clearly the relative values of peanuts and emeralds but insisted on selling them at the same price.,10,0,0,peanuts and emeralds,peanuts,emeralds,1,1
145,employees,proprietors,689,0.3018867925,"Strikes should be declared illegal against corporations because proprietors and employees must be completely interdependent, as they are each a part of the whole.",9,0,481,proprietors and employees,proprietors,employees,1,2
146,envelope,pencil,347,0.5677233429,Eugenia was sitting at the kitchen table with the pencil and envelope jotting down words and figures.,10,0,150,pencil and envelope,pencil,envelope,1,1
147,envy,hurt,124,0.5564516129,Helena was full of hurt and envy when she decided to tell Demetrius the two lovers' secret.,5,0,55,hurt and envy,hurt,envy,1,2
148,equality,relativism,0,0,"The theory suffers from many weaknesses, with relativism and equality being its biggest problems.",8,0,0,relativism and equality,relativism,equality,1,1
151,farms,hayfields,0,0,The gravel roads leading past hayfields and farms will be paved next year.,6,0,0,hayfields and farms,hayfields,farms,1,2
160,freedom,israel,62,0,For the soldier israel and freedom are above everything else.,4,0,62,israel and freedom,israel,freedom,1,1
163,gadgets,prowess,0,0,"Despite the scientific prowess and gadgets we have, new unanswered questions are arising every day.",4,0,0,prowess and gadgets,prowess,gadgets,1,2
164,garden,livestock,476,0.6596638655,Adequate water for your livestock and garden may be provided by a pond.,5,0,162,livestock and garden,livestock,garden,1,1
165,garden,pavilion,325,0.4307692308,Chehel Sotun was a pavilion and garden built in the seventeenth century.,5,0,185,pavilion and garden,pavilion,garden,1,2
167,gardens,housing,61,0,A fringe of housing and gardens lined the top of the hill.,4,0,61,housing and gardens,housing,gardens,1,1
168,gasps,rushes,0,0,The boys exclaimed in rushes and gasps as they searched all around the house.,5,0,0,rushes and gasps,rushes,gasps,1,2
169,gentility,principle,0,0,Having lived a life of principle and gentility Cousin Elec passed away peacefully in his bed.,6,0,0,principle and gentility,principle,gentility,1,1
172,goodnight,lullaby,226,0,The baby needs her mom's lullaby and goodnight to go to sleep.,6,0,226,lullaby and goodnight,lullaby,goodnight,1,2
175,grandfather,great-grandfather,0,0,Mr. Walton's great-grandfather and grandfather were scholars in the same field as well.,3,0,0,great-grandfather and grandfather,great-grandfather,grandfather,1,1
176,greed,pettiness,296,0.4155405405,She is now freed from pettiness and greed by leading a simple life in the countryside.,6,0,173,pettiness and greed,pettiness,greed,1,2
179,hat,tunic,331,0.5407854985,The tall man in a tunic and hat was my friend Henry.,6,0,152,tunic and hat,tunic,hat,1,1
180,head-tossing,prancing,0,0,The pop star's signature prancing and head-tossing cannot be easily immitated by impersonators.,5,0,0,prancing and head-tossing,prancing,head-tossing,1,2
181,hearsay,legend,435,0.4942528736,People who fill their heads with legend and hearsay have a hard time accepting the truth.,7,0,220,legend and hearsay,legend,hearsay,1,1
182,heat,outcry,0,0,The superintendent has noticed some outcry and heat among the assembly line workers.,6,0,0,outcry and heat,outcry,heat,1,2
183,hillbilly,jazz,59,0,Ears used to jazz and hillbilly will not be surprised by the new albumn from the studio.,4,0,59,jazz and hillbilly,jazz,hillbilly,1,1
184,holland,japan,922,0.5921908894,His mentioning of japan and holland opened up a discussion among the guests.,4,0,376,japan and holland,japan,holland,1,2
185,honeysuckle,rosebush,0,0,A tangle of rosebush and honeysuckle could be seen from the window.,4,0,0,rosebush and honeysuckle,rosebush,honeysuckle,1,1
186,hope,smiles,245,0.6081632653,The little girl raised with smiles and hope had not the slightest idea of suffering.,6,0,96,smiles and hope,smiles,hope,1,2
190,incredulity,shock,736,0.2364130435,Everyone was left in shock and incredulity by the speaker's speech.,5,0,562,shock and incredulity,shock,incredulity,1,1
191,inertia,petulance,0,0,Having broken out of a long period of petulance and inertia Charles regained his old self.,9,0,0,petulance and inertia,petulance,inertia,1,2
193,instinct,judgement,91,0.5054945055,An ignorant person's judgement and instinct can never be trusted.,4,0,45,judgement and instinct,judgement,instinct,1,1
196,interconnectedness,quality,0,0,Leading a life of quality and interconnectedness is Helen's ultimate goal.,5,0,0,quality and interconnectedness,quality,interconnectedness,1,2
197,ivory,sandalwood,390,0.6461538462,The antique French chess set in sandalwood and ivory was passed down to me from my grandfather.,7,0,138,sandalwood and ivory,sandalwood,ivory,1,1
198,jazz,marijuana,47,1,"In college, marijuana and jazz were Martin's best friends.",3,0,0,marijuana and jazz,marijuana,jazz,1,2
199,jubilation,regret,0,0,The engineer of the dam looks back with mingled regret and jubilation now that the project is complete.,10,0,0,regret and jubilation,regret,jubilation,1,1
203,lights,motor,779,0.568677792,I turned off my motor and lights because nobody was going anywhere in this traffic jam.,5,0,336,motor and lights,motor,lights,1,2
204,linguist,therapist,0,0,It should be clear to every therapist and linguist that the word not used can be as important as the word that is used.,7,0,0,therapist and linguist,therapist,linguist,1,1
208,liquor,luxury,43,1,She had indulged herself in luxury and liquor too much before re-examining her way of life.,6,0,0,luxury and liquor,luxury,liquor,1,2
213,meaningfulness,relevance,461,0.4403470716,The comments are sorted by their relevance and meaningfulness in order to be used for market research.,7,0,258,relevance and meaningfulness,relevance,meaningfulness,1,1
214,mechanics,technique,516,0.5484496124,My ballet teacher gave us an overview of the technique and mechanics during the first class.,10,0,233,technique and mechanics,technique,mechanics,1,2
215,medicines,yeast,0,0,A delivery of yeast and medicines arrived by plane this morning.,4,0,0,yeast and medicines,yeast,medicines,1,1
216,miners,teamsters,225,0.64,All the teamsters and miners gathered at the company to demand better working conditions.,3,0,81,teamsters and miners,teamsters,miners,1,2
221,nationalism,sentiment,164,0,Books that are marketed via sentiment and nationalism are not popular anymore.,6,0,164,sentiment and nationalism,sentiment,nationalism,1,1
222,neighborliness,politeness,0,0,"Because of his politeness and neighborliness, Jack is on good terms with everyone in his community.",4,0,0,politeness and neighborliness,politeness,neighborliness,1,2
223,nightingales,roses,878,0.3223234624,The traveler in the desert saw a great garden filled with roses and nightingales but he knew it must have been an illusion.,12,0,595,roses and nightingales,roses,nightingales,1,1
224,non-poetry,poetry,0,0,Literary works including poetry and non-poetry can be analyzed under the proposed framework.,4,0,0,poetry and non-poetry,poetry,non-poetry,1,2
226,optimism,practicality,91,1,Christina was trying to find a proper balance between practicality and optimism through meditation every morning.,10,0,0,practicality and optimism,practicality,optimism,1,1
229,passage,rhythm,0,0,"When the lovers were together, time's rhythm and passage seemed to change drastically.",7,0,0,rhythm and passage,rhythm,passage,1,2
230,patients,psychiatrists,882,0.3571428571,Good relationships between psychiatrists and patients must be established slowly.,4,0,567,psychiatrists and patients,psychiatrists,patients,1,1
233,pen,telephone,0,0,He sat down at the hotel desk with his telephone and pen to resume his work.,10,0,0,telephone and pen,telephone,pen,1,2
234,people,soils,0,0,Designers need to take both soils and people into consideration when designing gardens for their clients.,6,0,0,soils and people,soils,people,1,1
236,poise,posture,591,0.4247038917,The young lady was admired for her posture and poise by all the young men in the ballroom.,8,0,340,posture and poise,posture,poise,1,2
238,preparations,services,91,0.6043956044,Kate moved through all the services and preparations in a state of bewilderment .,6,0,36,services and preparations,services,preparations,1,1
239,promoters,salesmen,373,0.5495978552,Mr. Duncan is such a nice person that he even welcomes salesmen and promoters to join him for tea.,12,0,168,salesmen and promoters,salesmen,promoters,1,2
240,reason,sight,630,0.2047619048,The girl was deprived of sight and reason by her rare medical condition.,6,0,501,sight and reason,sight,reason,1,1
243,romance,snobbery,0,0,Having arrived at an age for snobbery and romance the girls started to behave differently.,7,0,0,snobbery and romance,snobbery,romance,1,2
244,salt,whiskey,248,0.5524193548,Mark's mother used whiskey and salt to treat itching skin.,4,0,111,whiskey and salt,whiskey,salt,1,1
253,sparkle,spring,150,0,Henry was still full of spring and sparkle even in his fifties.,6,0,150,spring and sparkle,spring,sparkle,1,2
257,starvation,suicide,202,1,People are dying of suicide and starvation in many parts of the world.,5,0,0,suicide and starvation,suicide,starvation,1,1
258,sushi,tea,0,0,Kate prepared tea and sushi for each of her visitors.,3,0,0,tea and sushi,tea,sushi,1,2
259,suspense,worry,334,0.3832335329,Once Bill had quieted all the worry and suspense the situation didn't seem that bad after all.,7,0,206,worry and suspense,worry,suspense,1,1
260,temperature,wind-velocity,0,0,Edward checked the wind-velocity and temperature before setting out to the field.,4,0,0,wind-velocity and temperature,wind-velocity,temperature,1,2
261,tension,terror,918,0.6699346405,The news caused terror and tension as soon as the latest report came out.,4,0,303,terror and tension,terror,tension,1,1
262,unhappiness,women,0,0,Men who believe that women and unhappiness go together always mess up their dates.,5,0,0,women and unhappiness,women,unhappiness,1,2
271,beauty,dignity,25267,0.5212728064,The girl had both dignity and beauty but was lacking intelligence.,5,0,12096,dignity and beauty,dignity,beauty,1,1
276,black,white,2268565,0.8322018545,Dalmatians found in colors other than white and black are highly unusual.,7,0,380660.9999,white and black,white,black,1,2
279,boats,ships,24996,0.3792606817,The pier was full of ships and boats ready to take off on an adventure.,6,0,15516,ships and boats,ships,boats,1,1
280,bodies,faces,26522,0.2394992836,Grant wrote a poem about how everyone's faces and bodies are beautiful and unique.,8,0,20170,faces and bodies,faces,bodies,1,2
289,boys,men,263583,0.2523910874,There were a lot of men and boys at the park today.,6,0,197057,men and boys,men,boys,1,1
290,bread,butter,261886,0.98716999,Brent likes to eat butter and bread for breakfast when he doesn't have a lot of time in the morning.,5,0,3359.999999,butter and bread,butter,bread,1,2
294,brother,mother,57486,0.1291270918,Last week my mother and brother came to visit me in my new apartment.,4,0,50063,mother and brother,mother,brother,1,1
298,cakes,pies,22636,0.5034016611,Hannah had a real sweet tooth for pies and cakes so she took up baking as a hobby.,8,0,11241,pies and cakes,pies,cakes,1,2
300,cause,consequence,11492,0.9420466411,Finn didn't want to think about the consequence and cause of him losing his job.,8,0,666.0000005,consequence and cause,consequence,cause,1,1
302,ceiling,walls,90509,0.1970743241,The painter finished painting the walls and ceiling of all of the bedrooms.,6,0,72672,walls and ceiling,walls,ceiling,1,2
303,cents,dollars,127135,0.003059739647,The boy brought his dollars and cents to the store to buy an ice cream cone.,5,0,126746,dollars and cents,dollars,cents,1,1
305,chairs,sofas,35053,0.5607223348,The hoarder had many sofas and chairs in their living room.,5,0,15398,sofas and chairs,sofas,chairs,1,2
306,chairs,table,56411,0.1057240609,The event planner fixed the table and chairs to accommodate all of the wedding guests.,6,0,50447,table and chairs,table,chairs,1,1
309,chest,stomach,25203,0.7111851764,Tom felt pain in both his stomach and chest so he decided to stay home from school.,7,0,7278.999999,stomach and chest,stomach,chest,1,2
312,childhood,infancy,103215,0.01835973453,The students watched a video on infancy and childhood in their human development class.,7,0,101320,infancy and childhood,infancy,childhood,1,1
314,church,community,39253,0.8295416911,Tim has said that his community and church are very important to him.,6,0,6690.999999,community and church,community,church,1,2
316,city,county,315000,0.821015873,The meeting had representatives from both the county and city to discuss policy changes.,8,0,56380.00001,county and city,county,city,1,1
317,city,state,184793,0.6482767204,He liked his state and city too much to move away.,4,0,64996.00001,state and city,state,city,1,2
318,clarity,precision,28178,0.7098090709,Devin tried to achieve precision and clarity in everything he did.,5,0,8177,precision and clarity,precision,clarity,1,1
319,classmates,friends,13278,0.3248230155,We have been friends and classmates all the way from kindergarten to college.,4,0,8965,friends and classmates,friends,classmates,1,2
320,closets,drawers,10283,0.4827385004,Ben needed a lot of drawers and closets to store all of his clothes.,6,0,5319,drawers and closets,drawers,closets,1,1
322,coffee,sandwiches,19962,0.5174832181,The company had sandwiches and coffee catered for their employees.,4,0,9632,sandwiches and coffee,sandwiches,coffee,1,2
327,color,texture,90359,0.7614736772,Sarah was known for the texture and color she used in her paintings.,6,0,21553,texture and color,texture,color,1,1
329,comfort,ease,52544,0.287911084,"Her parents liked the ease and comfort of flying, so they flew to their friend's wedding.",5,0,37416,ease and comfort,ease,comfort,1,2
330,comings,goings,141234,0.9128609258,The school newspaper reported on the goings and comings of the student body.,7,0,12307.00001,goings and comings,goings,comings,1,1
331,command,control,170958,0.9739175704,The eldest sibling wanted to control and command all of their younger siblings.,6,0,4459,control and command,control,command,1,2
335,conscience,religion,15154,0.7004091329,Bree is reading a book about the relationship between religion and conscience in her book club.,10,0,4540,religion and conscience,religion,conscience,1,1
337,corruption,crime,16627,0.1909544716,All of the crime and corruption in the city made Tony want to move.,4,0,13452,crime and corruption,crime,corruption,1,2
338,costumes,masks,12920,0.4411764706,Tammy had to buy masks and costumes for all of the Halloween parties she was going to attend.,5,0,7220,masks and costumes,masks,costumes,1,1
339,cotton,tobacco,40004,0.7100039996,The company has sold tobacco and cotton for almost twenty years.,5,0,11601,tobacco and cotton,tobacco,cotton,1,2
343,cousins,uncles,21181,0.1845049809,Olivia said her uncles and cousins are her favorite family members.,4,0,17273,uncles and cousins,uncles,cousins,1,1
344,crannies,nooks,46060,0.002648719062,He made sure to dust all of the nooks and crannies throughout the old house.,9,0,45938,nooks and crannies,nooks,crannies,1,2
345,cream,peaches,13614,0.01939180256,We had peaches and cream for dessert at the diner down the street.,3,0,13350,peaches and cream,peaches,cream,1,1
346,crime,poverty,21270,0.3729196051,The study on the link between poverty and crime was published in the local newspaper.,7,0,13338,poverty and crime,poverty,crime,1,2
348,crime,violence,63327,0.7296098031,The frequent violence and crime in the neighborhood had people worried.,3,0,17123,violence and crime,violence,crime,1,1
350,cysts,tumors,11633,0.4969483366,Paul had an appointment with his doctor to check for any tumors and cysts that he might have.,12,0,5852,tumors and cysts,tumors,cysts,1,2
351,dairy,poultry,13945,0.6899964145,You will often find poultry and dairy close to each other in the refrigerated aisle of the grocery store.,5,0,4323,poultry and dairy,poultry,dairy,1,1
352,dark,light,292691,0.2445377548,Johanna thought the contrast between light and dark colors in the painting made it interesting to look at.,6,0,221117,light and dark,light,dark,1,2
353,dates,events,15058,0.7338291938,Katrina had many events and dates to attend because she was very popular.,4,0,4008,events and dates,events,dates,1,1
355,day,night,1876827,0.6975288612,It is harder to tell the difference between night and day if you can't see.,9,0,567686,night and day,night,day,1,2
356,days,nights,445957,0.9144469086,Finn spent many nights and days working on writing his novel.,4,0,38152.99998,nights and days,nights,days,1,1
360,democracy,liberty,29095,0.3831586183,Jade's brother talked about liberty and democracy while they ate dinner on the fourth of July.,5,0,17947,liberty and democracy,liberty,democracy,1,2
361,despair,rage,17146,0.173276566,Annie felt a lot of rage and despair so she wanted to talk with a therapist.,6,0,14175,rage and despair,rage,despair,1,1
362,development,research,1380352,0.01925016228,"The scientist had a lot of research and development to do, because he had been sick for a long time.",7,0,1353780,research and development,research,development,1,2
363,diagnosis,treatment,448278,0.9913000415,Marissa found that her treatment and diagnosis at the hospital were completely different from what she anticipated.,5,0,3899.999996,treatment and diagnosis,treatment,diagnosis,1,1
364,diamonds,rubies,18750,0.60896,The pirates followed the treasure map to find that rubies and diamonds were hidden in the treasure chest.,10,0,7332,rubies and diamonds,rubies,diamonds,1,2
365,dirt,sweat,11621,0.4766371225,Mike needed to wash the sweat and dirt out of his soccer uniform.,6,0,6081.999999,sweat and dirt,sweat,dirt,1,1
367,distress,pain,24052,0.1803592217,The couple's divorce caused a lot of pain and distress for the whole family.,8,0,19714,pain and distress,pain,distress,1,2
368,dogs,men,24614,0.348622735,Her grandma joked that men and dogs had a lot in common.,5,0,16033,men and dogs,men,dogs,1,1
370,doubts,fears,71893,0.7722865926,"She wanted to be a pop star, but her fears and doubts got in the way of her dream.",10,0,16371,fears and doubts,fears,doubts,1,2
373,earth,sky,131176,0.7843507959,Talking about the sky and earth was one of Randy's favorite things to do.,4,0,28288,sky and earth,sky,earth,1,1
374,editing,publishing,11644,0.8752147029,The company did the publishing and editing for many well-known books.,5,0,1452.999999,publishing and editing,publishing,editing,1,2
380,ends,odds,188194,0.003767388971,"The new restaurant was almost ready for the grand opening, but had a few odds and ends to deal with before the big night.",15,0,187485,odds and ends,odds,ends,1,1
382,engineers,scientists,229487,0.2510251125,There were a good number of scientists and engineers present at the conference.,7,0,171880,scientists and engineers,scientists,engineers,1,2
383,equipment,personnel,64626,0.4141367252,The company had an appropriate amount of personnel and equipment in order to make sure everyone at the event would be safe.,8,0,37862,personnel and equipment,personnel,equipment,1,1
386,evening,morning,282270,0.07635951394,Victor plans on spending tomorrow morning and evening reading the new book he bought.,6,0,260716,morning and evening,morning,evening,1,2
387,everybody,everything,88771,0.3626747474,Noah loved everything and everybody in his college town.,3,0,56576,everything and everybody,everything,everybody,1,1
388,expense,time,78761,0.09267276952,He said that the time and expense of maintaining the property was too much.,5,0,71462,time and expense,time,expense,1,2
389,eyes,face,61214,0.3126572353,The instructions in the lab ask you cover your face and eyes when you operate any machinery.,10,0,42075,face and eyes,face,eyes,1,1
390,eyes,hair,108355,0.3496839094,"In order to make your hair and eyes stand out, you should choose an appropriate outfit.",6,0,70465,hair and eyes,hair,eyes,1,2
391,face,figure,57306,0.9229749066,The model's figure and face was highlighted in the magazine spread.,3,0,4414.000002,figure and face,figure,face,1,1
